categories,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,neuron_30,neuron_31,neuron_32,neuron_33,neuron_34,neuron_35,neuron_36,neuron_37,neuron_38,neuron_39,neuron_40,neuron_41,neuron_42,neuron_43,neuron_44,neuron_45,neuron_46,neuron_47,neuron_48,neuron_49,neuron_50,neuron_51,neuron_52,neuron_53,neuron_54,neuron_55,neuron_56,neuron_57,neuron_58,neuron_59,neuron_60,neuron_61,neuron_62,neuron_63,neuron_64
"['James_Dean', 'United_States_National_Film_Registry_films', 'Film_archives_in_the_United_States', 'CinemaScope_films', 'Films_set_in_1918']",0.5263847,0.0,0.63397497,0.0,0.35301283,0.0,0.0,0.28931198,0.0,0.0,0.7380942,0.15280852,0.2010248,0.0,0.0,0.3346913,0.0,0.0,0.8098909,1.2564204,0.008444989,0.0,0.0,0.78163016,0.2543443,0.72574407,0.60054255,0.0,0.0,0.0,0.042956274,0.0,0.0,0.0,0.63580525,0.0,0.0,0.0,0.88471335,0.0,0.0,0.35338885,0.6141623,0.0,0.0,0.0,0.0,0.5001515,0.40619418,0.90939456,0.0,0.28992623,0.0,1.13129,0.9779469,0.0,0.0,0.0,0.8435497,0.99539435,1.3471802,0.20664297,0.7818709,0.0
"['Film_scores_by_composer', 'Works_by_Adam_Sandler']",0.0,1.4136901,1.976922,1.3057146,0.0,2.525925,0.0,0.0,1.5370744,0.0,0.0,0.0,0.3378279,1.7292966,1.4283206,2.9397185,0.0,2.2012718,0.0,1.1661676,1.0340784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0862217,1.5236459,0.0,0.0,0.055769738,0.3882818,0.0,0.0,2.1771083,0.0,0.8476457,1.5603665,0.0,0.0,0.0,1.4063408,2.6840434,2.3511076,0.0,0.0,0.0,0.0,0.0,2.8378174,0.0,0.0,0.0,0.0,1.5663456,0.0,0.699577,0.0,2.4917645,2.3521512,1.8589052,0.0
"['Los_Angeles_in_fiction', 'Films_by_director', 'American_detective_films', '1990s_police_comedy_films']",0.0,0.47898647,0.32701635,0.0,0.0,0.69259113,0.0,0.0,0.7063721,0.0,0.0,0.0,0.3983244,0.8371633,0.44154915,0.87393755,0.0,0.8328986,0.0,0.9155241,0.30807355,0.0,0.0,0.45119753,0.06496914,0.0,0.0,0.0,0.57229,0.522151,0.0,0.0,0.025427945,0.36719295,0.07756784,0.0,1.0043895,0.1269749,0.67688835,0.46777225,0.0,0.0,0.0,0.7007286,0.7749304,1.0715874,0.0,0.0,0.0,0.0,0.0,0.99574864,0.0,0.0,0.0,0.0,0.6895943,0.0,0.4976976,0.0,1.0257548,0.5806283,0.47425878,0.0
['Films_scored_by_Brian_May_(composer)'],0.5362511,0.0,0.31580055,0.31638646,0.59229505,0.0,0.38699844,0.35086223,0.0,0.326842,0.59984195,0.46049035,0.18475445,0.0,0.0,0.0,0.52924716,0.0,0.35100618,0.0,0.0,0.5123084,0.4659512,0.0,0.1927355,0.687191,0.21308105,0.17215586,0.0,0.0,0.37592354,0.36829808,0.0,0.0,0.5222199,0.42785177,0.0,0.0,0.1094227,0.0,0.5548696,0.14601707,0.43961352,0.0,0.0,0.0,0.5574754,0.37656468,0.5746778,0.28932133,0.51731485,0.0,0.49077958,0.5561945,0.7574296,0.69547474,0.0,0.37975332,0.0,0.84710115,0.0,0.031931583,0.22015005,0.37831253
"['British_war_drama_films', 'Films_scored_by_John_Corigliano', '1985_drama_films']",0.2995548,0.0,0.2661471,0.0,0.22941662,0.0,0.04998357,0.21284454,0.0,0.0073305713,0.6261337,0.0,0.29749915,0.0,0.0,0.19942236,0.0,0.0,0.51921916,0.8644571,0.0,0.021224264,0.014322489,0.6024047,0.21122767,0.44698498,0.27970985,0.0,0.0,0.0,0.0,0.0042592147,0.0,0.0,0.4929111,0.04469544,0.0,0.0,0.5579752,0.0,0.0029039588,0.28753978,0.29768446,0.0,0.0,0.0,0.0,0.3865097,0.2310322,0.50532854,0.0,0.12201308,0.0,0.6207995,0.6357578,0.0,0.0,0.076478876,0.48918134,0.5764419,0.7684078,0.00044407044,0.3868549,0.017748697
['Animated_films_about_friendship'],0.073100746,0.39583418,0.7059197,0.1359891,0.0,0.9908231,0.0,0.0,1.064329,0.0,0.0,0.0,0.7153237,0.8073631,0.77473617,1.5076784,0.0,1.2953125,0.0,0.8310213,0.35276866,0.0,0.0,0.0,0.0,0.0,0.0,0.051105995,0.7428555,1.1259521,0.0,0.0,0.08486081,0.4186799,0.0,0.0,1.5751355,0.17281985,1.2817398,1.1020029,0.0,0.0,0.0,1.0174276,1.5152631,1.6626676,0.0,0.0,0.0,0.0,0.0,1.7162385,0.0,0.0,0.0,0.0,1.3828132,0.0,0.5618445,0.0,1.3958753,1.234665,0.9773806,0.0
"['Films_with_screenplays_by_D._M._Marshman_Jr.', '1950s_English-language_films', 'Films_directed_by_Billy_Wilder', 'Films_about_Hollywood', 'Films_whose_writer_won_the_Best_Original_Screenplay_Academy_Award', 'Films_about_actors', 'Best_Drama_Picture_Golden_Globe_winners']",0.69102424,0.0,0.5158189,0.1786714,0.6929246,0.0,0.22491981,0.35416713,0.0,0.054355502,0.8699231,0.29252434,0.25663564,0.0,0.0,0.22847539,0.29170278,0.0,0.77482724,0.8538033,0.0,0.3254966,0.2610312,0.4819125,0.26860064,0.9251601,0.5000228,0.0,0.0,0.0,0.21623985,0.25152215,0.0,0.0,0.77378327,0.25055227,0.0,0.0,0.6297189,0.0,0.33037785,0.3532991,0.7341828,0.0,0.0,0.0,0.10447182,0.5320628,0.57321095,0.7819927,0.32200328,0.055803195,0.13559875,1.2052648,1.0705537,0.28707975,0.0,0.2586356,0.492236,1.2875656,1.0637571,0.06371249,0.57299566,0.16450936
"['American_buddy_films', 'Films_based_on_newspaper_and_magazine_articles']",0.0,0.39055052,0.4113271,0.0,0.0,0.61079895,0.0,0.0,0.54662734,0.0,0.0,0.0,0.20821317,0.6695528,0.5415832,0.81926596,0.0,0.58578193,0.0,1.170009,0.27720475,0.0,0.0,0.6511699,0.1169001,0.0,0.0,0.0,0.18894532,0.48402482,0.0,0.0,0.00061023934,0.16046554,0.052949812,0.0,0.58312476,0.0,1.075056,0.560807,0.0,0.0,0.0,0.36874017,0.4780037,0.80599415,0.0,0.0,0.0,0.019099155,0.0,0.72465444,0.0,0.0,0.0,0.0,0.55547494,0.0,1.050092,0.0,1.0672466,0.5754044,0.6557197,0.0
"['1966_films', 'Films_produced_by_Bill_Walsh_(producer)', '1960s_adventure_comedy_films', 'American_adventure_comedy_films', 'Films_shot_in_San_Diego', 'Walt_Disney_Pictures_films', 'Military_humor_in_film', 'Films_shot_in_Hawaii', '1966_comedy_films', 'English-language_films', 'Films_about_navies']",0.07331295,0.56621724,0.78865695,0.0,0.0,0.75514644,0.0,0.0,0.69561785,0.0,0.0,0.0,0.29699054,0.73353124,0.5077056,1.0183209,0.0,0.7977456,0.0044210404,1.2239344,0.30455628,0.0,0.0,0.62877494,0.0,0.0,0.103709884,0.0,0.53836554,0.49943215,0.0,0.0,0.0,0.33952174,0.032936614,0.0,0.8616661,0.0,0.9340663,0.48583242,0.0,0.03703241,0.0,0.6342148,0.789665,0.87042665,0.0,0.0,0.0,0.0,0.0,1.1088393,0.0,0.0,0.06750436,0.0,0.6912619,0.0,0.7302206,0.0,1.4707565,0.74107105,0.8159971,0.0
"['English-language_films_by_decade', 'Film_scores_by_composer', 'Empire_State_Building_in_fiction', 'Race-related_controversies_in_film', 'Fantasy_adventure_films_by_country', 'Films_set_on_oceans', 'RKO_General']",0.8387067,0.0,0.51035935,0.10622302,0.7368684,0.0,0.22816165,0.4523163,0.0,0.052971303,1.1255211,0.25696757,0.39518496,0.0,0.0,0.25588593,0.2578909,0.0,1.061926,1.2826309,0.0,0.37509477,0.27471596,0.81605136,0.40929583,1.0606871,0.6355598,0.0,0.0,0.0,0.19279632,0.2810986,0.0,0.0,0.9768271,0.23695672,0.0,0.0,0.9048321,0.0,0.3249145,0.4859903,0.8372295,0.0,0.0,0.0,0.0,0.7001353,0.6878591,1.0656909,0.30668458,0.07464473,0.0846318,1.436406,1.3363256,0.20624985,0.0,0.27868453,0.7934977,1.4789478,1.3481952,0.0,0.65384954,0.15507154
"['Tiny_Times', 'Works_based_on_Chinese_novels']",0.0,0.42407203,0.25990233,0.0,0.0,0.5802151,0.0,0.0,0.60737395,0.0,0.0,0.0,0.3098353,0.6657849,0.3949215,0.7293722,0.0,0.7328542,0.0,0.8373058,0.2555931,0.0,0.0,0.459693,0.022941351,0.0,0.0,0.0,0.4726016,0.4564545,0.0,0.0,0.031476676,0.3353224,0.04746872,0.0,0.83720255,0.10127566,0.59892654,0.39724943,0.0,0.0,0.0,0.62215257,0.61466366,0.9509672,0.0,0.0,0.0,0.0,0.0,0.83517426,0.0,0.0,0.0,0.0,0.57974964,0.0,0.5195047,0.0,0.8813282,0.47917008,0.42852047,0.0
"['Cinema_of_the_United_States', '1920s_color_films']",0.6441227,0.0,0.3139559,0.31267622,0.6218175,0.0,0.4600668,0.4613188,0.0,0.37413403,0.7289258,0.5542007,0.24584827,0.0,0.0,0.0,0.6891669,0.0,0.40783328,0.0,0.0,0.6036531,0.57994694,0.0,0.23263174,0.74697495,0.19729988,0.1870803,0.0,0.0,0.47598177,0.3883809,0.0,0.0,0.59822845,0.49596083,0.0,0.0,0.16051145,0.0,0.5938894,0.077664964,0.4528171,0.0,0.0,0.0,0.6524125,0.46543092,0.6885686,0.34835652,0.61649877,0.0,0.5495519,0.6097409,0.8793571,0.8818885,0.0,0.44770327,0.0,0.95616543,0.0,0.027901474,0.25611854,0.46881917
"['Films_based_on_romance_novels', 'Films_set_in_New_York_(state)', 'American_romantic_musical_films', '1953_romantic_comedy_films', 'Films_based_on_American_novels', 'American_historical_romance_films']",0.37172896,0.22999127,0.6110409,0.0,0.10974018,0.16795509,0.0,0.05842256,0.15339231,0.0,0.5717266,0.0,0.2926386,0.096182,0.1166394,0.5871621,0.0,0.13795029,0.55514157,1.2314109,0.10398347,0.0,0.0,0.80565476,0.220372,0.429469,0.32393032,0.0,0.15397504,0.13143452,0.0,0.0,0.0,0.16766588,0.40995815,0.0,0.22555165,0.0,0.88724524,0.11042072,0.0,0.44428635,0.3471198,0.2534983,0.15873092,0.02901181,0.0,0.27546772,0.050019324,0.655569,0.0,0.5158907,0.0,0.66290665,0.6287816,0.0,0.18356556,0.0,0.6242857,0.48642474,1.2594339,0.26888964,0.68617046,0.0
"['Mass_media_in_Chicago', 'Films_directed_by_David_Zucker_(director)']",0.0,0.52313006,0.59403884,0.054788858,0.0,1.0386901,0.0,0.0,1.0261183,0.0,0.0,0.0,0.60928,1.0430027,0.6408488,1.3279699,0.0,1.2088267,0.0,0.9395612,0.3793767,0.0,0.0,0.112519145,0.0,0.0,0.0,0.0,0.5899226,0.91024405,0.0,0.0,0.100283,0.32113996,0.0,0.0,1.4273268,0.13564013,1.0533525,0.9973507,0.0,0.0,0.0,0.9218826,1.341661,1.6407633,0.0,0.0,0.0,0.0,0.0,1.5373999,0.0,0.0,0.0,0.0,1.0916659,0.0,0.7321514,0.0,1.3126372,1.0389576,0.77871853,0.0
['American_historical_comedy_films'],0.0,1.2981616,1.825857,1.1661412,0.0,2.336367,0.0,0.0,1.5944651,0.0,0.0,0.0,0.502526,1.5532553,1.2824824,2.7139394,0.0,2.062696,0.0,1.2002009,1.0161608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0139245,1.4955174,0.0,0.0,0.021347797,0.33742052,0.0,0.0,2.0725029,0.0,0.8507241,1.3387233,0.0,0.0,0.0,1.2271379,2.4388514,2.1905577,0.0,0.0,0.0,0.0,0.0,2.6419637,0.0,0.0,0.0,0.0,1.4914265,0.0,0.57600987,0.0,2.3560452,2.180924,1.7259871,0.0
"['English-language_films', 'American_drama_films']",0.46330512,0.0,0.40662023,0.23582342,0.5402738,0.0,0.20557669,0.18284929,0.0,0.12932537,0.5208156,0.2206761,0.11694157,0.0,0.0,0.03028943,0.21326575,0.0,0.37679613,0.15685499,0.0,0.26844904,0.21234658,0.07991476,0.14476778,0.62965053,0.2689753,0.020333964,0.0,0.0,0.17581922,0.21609494,0.0,0.0,0.45826972,0.23353714,0.0,0.0,0.2743274,0.0,0.33615023,0.25226924,0.50429225,0.0,0.0,0.0,0.28054756,0.28171027,0.357862,0.37979558,0.25813738,0.007986807,0.24441935,0.6490657,0.64354604,0.28660378,0.0,0.17454347,0.0,0.79352885,0.43973354,0.0689944,0.31257686,0.18865445
"['2001_comedy_films', 'Screen_Gems_films']",0.38820523,0.22113349,0.12581643,0.0,0.0,0.27306184,0.0,0.30877244,0.37730822,0.0,0.285972,0.0,0.5895078,0.5732666,0.49889836,0.6973303,0.0,0.26119408,0.042495996,1.4177865,0.078168586,0.0,0.0,1.0045224,0.6269257,0.0,0.0,0.0,0.0,0.29136494,0.0,0.0,0.0,0.09974239,0.38835397,0.0,0.5411316,0.38778102,1.5119408,0.58322835,0.0,0.0,0.0,0.14336525,0.23841764,0.67801785,0.0,0.35383153,0.0,0.29115814,0.0,0.40756756,0.0,0.0,0.49026135,0.0,0.39669147,0.0,1.1768129,0.0,1.0176686,0.40166083,0.4542316,0.0
['Films_set_in_Hawaii'],0.7199263,0.0,0.667039,0.0,0.48272818,0.0,0.0,0.36117354,0.0,0.0,1.0475614,0.01995321,0.34938833,0.0,0.0,0.4016169,0.0,0.0,1.0323036,1.546329,0.0,0.0,0.0,1.072886,0.3226124,0.8643825,0.6649537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7661088,0.0,0.0,0.0,1.1563157,0.0,0.0,0.530817,0.7236902,0.0,0.0,0.0,0.0,0.6650238,0.49182323,1.1907527,0.0,0.28925475,0.0,1.279678,1.2092736,0.0,0.0,0.0,0.977501,1.1857914,1.5548738,0.09931202,0.82326126,0.0
"['Films_scored_by_Frank_Skinner', 'Cinema_of_the_United_States', 'Films_based_on_Western_(genre)_novels', 'Library_of_Congress']",0.78043664,0.0,0.6779768,0.12647818,0.6645756,0.0,0.11867538,0.33212343,0.0,0.0,0.96262455,0.20612645,0.28602785,0.0,0.0,0.36655495,0.13090348,0.0,0.97086793,1.2494742,0.0,0.18580237,0.11810327,0.73884356,0.28856817,0.98081505,0.6415613,0.0,0.0,0.0,0.1284712,0.14586012,0.0,0.0,0.8222155,0.09283624,0.0,0.0,0.881719,0.0,0.1550372,0.46424857,0.84768516,0.0,0.0,0.0,0.0,0.58511007,0.56020683,1.0464264,0.14418747,0.24156362,0.0,1.3976308,1.2076961,0.08517738,0.0,0.136704,0.75606203,1.3731966,1.4642197,0.12831034,0.77979463,0.02217361
"['British_films', 'Australian_drama_films', 'Films_about_forced_migration', 'Films_set_in_the_1980s']",0.57365656,0.0,0.30359378,0.36030516,0.5756128,0.0,0.47924277,0.4448075,0.0,0.4296461,0.6450705,0.6083937,0.2314899,0.0,0.0,0.0,0.7239962,0.0,0.32275528,0.0,0.0,0.5985553,0.56488216,0.0,0.17751299,0.6820106,0.16480747,0.2430008,0.0,0.0,0.5106489,0.4095876,0.0,0.0,0.52733505,0.5188497,0.0,0.0,0.03143105,0.0,0.6083427,0.035649925,0.39996985,0.0,0.0,0.0,0.73308116,0.43370125,0.67750907,0.22994317,0.6367136,0.0,0.5866819,0.49229026,0.8332625,0.9766237,0.0,0.4988024,0.0,0.8780288,0.0,0.04769042,0.24258134,0.465198
['Apocalyptic_films'],0.22851653,0.14498807,0.5053169,0.012909234,0.15607178,0.2018092,0.0,0.0,0.14700104,0.0,0.25853178,0.0,0.124184996,0.18791765,0.0952595,0.41244283,0.0,0.2964965,0.26369154,0.5878054,0.0643789,0.0,0.0,0.37924603,0.082509525,0.29851913,0.19888774,0.0,0.2805027,0.107358485,0.0,0.0,0.0,0.17782205,0.23066139,0.0,0.3112933,0.0,0.44753942,0.08415491,0.0,0.33864188,0.3290016,0.22820237,0.32797664,0.09794167,0.0,0.043001506,0.0,0.27664962,0.0,0.4908507,0.0,0.40500295,0.326536,0.0,0.19799712,0.0,0.12830985,0.33363324,0.885362,0.25717458,0.4639238,0.0
"['Icelandic-language_films', 'Polish_drama_films']",0.56196094,0.0,0.37796775,0.32773912,0.48883805,0.0,0.4428024,0.41341296,0.0,0.39877847,0.6066101,0.62246364,0.1935286,0.0,0.0,0.0,0.680318,0.0,0.29202422,0.0,0.0,0.5225657,0.52181065,0.0,0.14576118,0.6232917,0.15814826,0.23121344,0.0,0.0,0.49737567,0.34203514,0.0,0.0,0.44612315,0.450455,0.0,0.0,0.07588535,0.0,0.5083274,0.0,0.37994793,0.0,0.0,0.0,0.7128166,0.41010636,0.62118596,0.24828309,0.571676,0.0,0.5334133,0.4615543,0.813373,0.9609208,0.0,0.43248063,0.0,0.8189449,0.0,0.1276624,0.3193936,0.42319012
"['1954_films', '20th_Century_Fox_films']",0.40214252,0.059084095,0.32726258,0.0,0.084434,0.0,0.0,0.3493107,0.0,0.0,0.8090732,0.0,0.35478717,0.0,0.03027094,0.375396,0.0,0.0,0.6696195,1.4108484,0.043302875,0.0,0.0,1.0457603,0.35300615,0.4670146,0.3372379,0.0,0.0,0.0,0.0,0.0,0.0,0.00081945694,0.5584275,0.0,0.0,0.0,1.121007,0.065258116,0.0,0.26505387,0.24040635,0.015260539,0.0,0.0,0.0,0.5517615,0.21511823,0.89937425,0.0,0.13079655,0.0,0.69796455,0.7927938,0.0,0.0,0.0,0.94866747,0.574386,1.0861304,0.044892225,0.6007609,0.0
"['American_drama_films', 'Films_set_in_universities_and_colleges']",0.1360974,0.37648845,0.3836369,0.0,0.0,0.38489294,0.0,0.0,0.4942672,0.0,0.22970486,0.0,0.40406162,0.46028537,0.30866736,0.68308455,0.0,0.47647774,0.17338115,1.115526,0.16497332,0.0,0.0,0.7201187,0.21473178,0.07016233,0.05617498,0.0,0.3364207,0.30053803,0.0,0.0,0.0,0.26917097,0.26269293,0.0,0.6459069,0.07623002,0.80041975,0.28616467,0.0,0.15030551,0.0,0.4761141,0.45046568,0.5803678,0.0,0.050616946,0.0,0.10454236,0.0,0.6782986,0.0,0.031937394,0.2371596,0.0,0.41271225,0.0,0.5845897,0.0,1.0672784,0.36572415,0.47646514,0.0
"['High_fantasy_films', 'Films_shot_at_Pinewood_Studios', 'American_romantic_fantasy_films']",0.0,1.086687,1.6508113,0.98792917,0.0,2.011705,0.0,0.0,1.5827048,0.0,0.0,0.0,0.5579642,1.409667,1.2223121,2.4941554,0.0,1.9537376,0.0,1.1190543,0.90026885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9562519,1.362551,0.0,0.0,0.038917493,0.30104703,0.0,0.0,1.9628832,0.0,0.926825,1.2554964,0.0,0.0,0.0,1.0853838,2.2813656,2.085219,0.0,0.0,0.0,0.0,0.0,2.4555929,0.0,0.0,0.0,0.0,1.4947342,0.0,0.56137097,0.0,2.1424193,2.0410028,1.6223414,0.0
"['1990s_horror_films', 'Science_fiction_horror_films_by_decade', 'Techno-thriller_films', 'Techno-horror_films', 'American_films_about_revenge']",0.36155772,0.22450039,0.36407962,0.0,0.0,0.16680081,0.0,0.26734895,0.25849086,0.0,0.5861797,0.0,0.4011449,0.20777908,0.27407417,0.6327459,0.0,0.033764105,0.4112431,1.4996353,0.10546583,0.0,0.0,1.060264,0.44659945,0.23247832,0.15597653,0.0,0.0,0.17758478,0.0,0.0,0.0,0.07134749,0.45027417,0.0,0.2174745,0.07697899,1.3753424,0.32349002,0.0,0.09586086,0.0,0.09354887,0.0,0.22887883,0.0,0.423529,0.0,0.68148464,0.0,0.2980974,0.0,0.38409936,0.6312557,0.0,0.18438573,0.0,1.0845362,0.21467732,1.135072,0.27994996,0.6277207,0.0
"['Fictional_tricksters', 'Gag-a-day_comics', 'Fictional_Australian_people', 'Fictional_males_by_medium']",0.6971768,0.0,0.3417855,0.30812594,0.7537006,0.0,0.3985159,0.4371258,0.0,0.2420171,0.825111,0.45478624,0.24816288,0.0,0.0,0.0,0.61649567,0.0,0.52498037,0.20005146,0.0,0.5591556,0.52282476,0.07622433,0.23015016,0.8804516,0.2908146,0.079634614,0.0,0.0,0.38655165,0.3597296,0.0,0.0,0.7003751,0.48307896,0.0,0.0,0.31058142,0.0,0.5565519,0.15260535,0.588121,0.0,0.0,0.0,0.5244506,0.478534,0.6602058,0.47961769,0.5851365,0.0,0.42225862,0.88473034,0.9486199,0.7032045,0.0,0.39831668,0.08323794,1.1715995,0.36841694,0.0,0.32226044,0.40212828
"['Speculative_fiction_films', 'South_Korean_films', 'South_Korean_action_horror_films', 'Korean-language_films']",0.6561925,0.0,0.31706184,0.34764093,0.6973942,0.0,0.48412597,0.49734277,0.0,0.35530692,0.7786959,0.5781439,0.26186773,0.0,0.0,0.0,0.77360874,0.0,0.41690242,0.0,0.0,0.61279434,0.6026297,0.0,0.19739059,0.8090102,0.19921757,0.18841764,0.0,0.0,0.4942798,0.38730857,0.0,0.0,0.6367621,0.56380755,0.0,0.0,0.15961348,0.0,0.6035719,0.026843838,0.49524212,0.0,0.0,0.0,0.71692634,0.474552,0.72038335,0.34383118,0.66118467,0.0,0.5203779,0.7266562,0.9371915,0.9463923,0.0,0.48067173,0.008468394,1.1018798,0.09611608,0.023604661,0.3060238,0.45330405
"['Cinema_of_India', '2017_romantic_comedy_films']",0.7654759,0.0,0.004812572,0.41454193,0.7095552,0.0,0.7515223,0.7557332,0.0,0.74458265,0.9088084,0.79718053,0.47907263,0.0,0.0,0.0,1.2271677,0.0,0.39922276,0.0,0.0,0.9635439,0.9813413,0.0,0.40025333,0.75611377,0.042143695,0.41330135,0.0,0.0,0.7434038,0.6187099,0.0,0.0,0.78595716,0.9323797,0.0,0.14376818,0.0,0.0,0.9879673,0.0,0.33302572,0.0,0.0,0.0,1.1679966,0.63147116,0.967823,0.067404926,1.0310136,0.0,0.88267016,0.41468358,1.0813894,1.5667552,0.0,0.9006475,0.0,1.0721048,0.0,0.0,0.04545342,0.80639774
['Films_by_American_directors'],0.4160678,0.0,0.51131386,0.26511505,0.439236,0.0,0.20425633,0.14301094,0.0,0.16579928,0.38487583,0.32409558,0.03602152,0.0,0.0,0.0,0.2014172,0.0,0.27348873,0.0,0.0,0.22702022,0.19641323,0.0,0.07617261,0.5540422,0.2587337,0.07824704,0.0,0.0,0.21043363,0.19316198,0.0,0.0,0.31447983,0.18366419,0.0,0.0,0.20548797,0.0,0.28992504,0.18542334,0.4324363,0.0,0.0,0.0,0.336509,0.22423977,0.33727372,0.3148819,0.22596942,0.01996755,0.28731644,0.51798904,0.5970701,0.35375494,0.0,0.1346207,0.0,0.6721515,0.2651258,0.20383145,0.36258453,0.16574685
"['English-language_films', '1970_comedy_films', '1970s_action_comedy-drama_films', 'Films_by_culture']",0.36786783,0.1907163,0.788137,0.038246334,0.19929165,0.33042216,0.0,0.0,0.1797619,0.0,0.2401144,0.0,0.065497294,0.21672034,0.1457851,0.57979065,0.0,0.39080453,0.35999873,0.7693668,0.11368472,0.0,0.0,0.46798125,0.0075638937,0.3788292,0.31515548,0.0,0.34514624,0.17905904,0.0,0.0,0.0,0.19919156,0.20676124,0.0,0.3255356,0.0,0.64467555,0.10236408,0.0,0.38780358,0.48481524,0.24158782,0.4422759,0.09223446,0.0,0.027941393,0.0,0.41639647,0.0,0.703195,0.0,0.60380054,0.44457176,0.0,0.29859525,0.0,0.2552586,0.5051525,1.2952049,0.44459516,0.70973814,0.0
"['1982_films', 'MTM_Enterprises_films', 'American_sex_comedy_films', 'Films_set_in_New_York_City']",0.2798158,0.036925495,0.6329257,0.122263685,0.22837432,0.24706548,0.0,0.0,0.08085041,0.0,0.1548188,0.0,0.0,0.20106295,0.04355238,0.28491744,0.0,0.31913626,0.2021688,0.24354841,0.0,0.0,0.0,0.15674955,0.021446582,0.3519878,0.26217917,0.0,0.28182414,0.059419345,0.0,0.0,0.0,0.10681856,0.13277814,0.0,0.20515208,0.0,0.3826182,0.04100584,0.0,0.30611792,0.3851788,0.119356655,0.3573965,0.018322013,0.0,0.0,0.0,0.2654833,0.0,0.47714978,0.0,0.42654097,0.35611716,0.0,0.20583709,0.0,0.0,0.4094234,0.7600703,0.35390744,0.4839218,0.0
"['Films_set_in_Paris', 'American_romantic_comedy-drama_films', 'American_teen_romance_films', '2012_romantic_comedy-drama_films', 'Films_scored_by_American_composers', '2012_films', 'English-language_films', 'Films_directed_by_Lisa_Azuelos', 'Films_shot_in_Paris']",0.5854082,0.0,0.79871345,0.19914207,0.51705253,0.0,0.042486146,0.1134529,0.0,0.0,0.50997084,0.18864986,0.02178194,0.0,0.0,0.35852027,0.02781901,0.0,0.51899797,0.6221929,0.0,0.0,0.0,0.32625294,0.039909117,0.7065575,0.44884136,0.0,0.0,0.0,0.06733567,0.0,0.0,0.0,0.3974034,0.0058814203,0.0,0.0,0.6236681,0.0,0.009393437,0.25693116,0.672893,0.0,0.0,0.0,0.06948167,0.2744418,0.26432276,0.69055426,0.007308409,0.3779267,0.0,0.9917453,0.7860396,0.06921388,0.0,0.0,0.28415385,1.0097604,1.1752427,0.343726,0.713006,0.0
['American_remakes_of_French_films'],0.3484961,0.0,0.647325,0.20459434,0.34014913,0.11622974,0.0433855,0.0,0.0,0.0,0.25800428,0.13476726,0.0,0.016991988,0.0,0.15995076,0.0,0.13377069,0.24547012,0.13178779,0.0,0.0,0.0,0.05094304,0.0,0.46888003,0.2839335,0.0,0.11565622,0.0,0.03850084,0.020400658,0.0,0.0,0.19625558,0.0,0.0,0.0,0.34237394,0.0,0.038039286,0.23362383,0.4506227,0.0,0.18976551,0.0,0.11715698,0.10466575,0.12079156,0.34489056,0.0,0.31523722,0.05831521,0.5407321,0.47471485,0.028512338,0.08577066,0.0,0.0,0.5779472,0.63755846,0.31695563,0.49510202,0.0
['Films_set_in_Europe'],0.46912912,0.11835714,1.0867507,0.013055077,0.22199827,0.26779142,0.0,0.0,0.0,0.0,0.3571437,0.0,0.039644197,0.039287098,0.13179387,0.6979983,0.0,0.1872234,0.5961764,1.2306246,0.15304428,0.0,0.0,0.6248507,0.0035945456,0.5557902,0.58005905,0.0,0.14061408,0.19589292,0.0,0.0,0.0,0.13275556,0.31935337,0.0,0.06203806,0.0,0.9117463,0.11792643,0.0,0.3970531,0.6446895,0.116305955,0.24529223,0.0,0.0,0.21023184,0.05605645,0.7759909,0.0,0.8084999,0.0,1.0285225,0.71968716,0.0,0.23026453,0.0,0.7433211,0.80880266,1.7537757,0.6004897,1.0841982,0.0
['Films_about_contract_killing'],0.0,1.446316,2.0221415,1.3394032,0.0,2.5828443,0.0,0.0,1.5069817,0.0,0.0,0.0,0.26638907,1.8074453,1.4714195,2.9984593,0.0,2.2583892,0.0,1.1496314,1.0479594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1203132,1.5267712,0.0,0.0,0.067698866,0.41472417,0.0,0.0,2.2061932,0.0,0.84847915,1.6169512,0.0,0.0,0.0,1.4626082,2.7486987,2.3901756,0.0,0.0,0.0,0.0,0.0,2.899385,0.0,0.0,0.0,0.0,1.5930194,0.0,0.72611725,0.0,2.5239272,2.4132895,1.9091674,0.0
